Description,Latitude,Location,Longitude,Price,Title,Url,Information
"COLD AC, POWER STEERING, good stereo and speakers. Brand new brakes and oil change. No lowballing but open to offers in person.",35.4637,"Arden, NC",-82.5354,1140.0,100% good 1995 Nissan Pickup 4wd,https://asheville.craigslist.org/cto/d/100-good-1995-nissan-pickup/6502581952.html,"100% good 1995 Nissan Pickup 4wd. $1140.0. COLD AC, POWER STEERING, good stereo and speakers. Brand new brakes and oil change. No lowballing but open to offers in person."
"GARBAGE DISPOSAL - Used- BADGER 5, 1/2 HP. In good/clean condition. Asking price is $20.00. Home Depot currently sell same disposal for $99.00. Text or email for additional pictures or questions.",35.385174,"Hendersonville, NC",-82.464267,20.0,GARBAGE DISPOSAL,https://asheville.craigslist.org/for/d/garbage-disposal/6490308219.html,"GARBAGE DISPOSAL. $20.0. GARBAGE DISPOSAL - Used- BADGER 5, 1/2 HP. In good/clean condition. Asking price is $20.00. Home Depot currently sell same disposal for $99.00. Text or email for additional pictures or questions."
XL pallet w new wood Call for address,35.6374,"Asheville, NC",-82.5646,20.0,Free XL Pallet,https://asheville.craigslist.org/zip/d/free-xl-pallet/6512669561.html,Free XL Pallet. $20.0. XL pallet w new wood Call for address
"I AM LOOKING TO BUY USED HORSE TRAILERS, PREFERABLY ALUMINUM BUT WILL BUY STEEL. FOR MORE INFO CALL ROGER AT .",34.8238,"Laurel Hill, NC",-79.5491,20.0,WANT TO BUY USED HORSE TRAILERS,https://asheville.craigslist.org/wan/d/want-to-buy-used-horse/6497887669.html,"WANT TO BUY USED HORSE TRAILERS. $20.0. I AM LOOKING TO BUY USED HORSE TRAILERS, PREFERABLY ALUMINUM BUT WILL BUY STEEL. FOR MORE INFO CALL ROGER AT ."
Has some scratches on back but works great,35.5393,"Asheville, NC",-82.51799999999999,25.0,Toaster,https://asheville.craigslist.org/app/d/toaster/6512669885.html,Toaster. $25.0. Has some scratches on back but works great
"WHIRLPOOL DISHWASHER: In good condition, clean, used with city water only. Asking 55.00. If you have ANY questions or would like additional pictures, please email, text or call. Thanks for looking at our post today!",35.381603999999996,"Hendersonville, NC",-82.46677199999999,55.0,WHIRLPOOL DISHWASHER,https://asheville.craigslist.org/app/d/whirlpool-dishwasher/6498049166.html,"WHIRLPOOL DISHWASHER. $55.0. WHIRLPOOL DISHWASHER: In good condition, clean, used with city water only. Asking 55.00. If you have ANY questions or would like additional pictures, please email, text or call. Thanks for looking at our post today!"
Great car inside and out North Carolina inspected 2.4 L 4CYL 4WD 138 K miles Leather seats hated Sun roof ac and heat work great Runs and drive smooth Come see it and test drive at mountain city motors,35.381603999999996,Unspecified,-82.46677199999999,5900.0,2007 Honda CRV,https://asheville.craigslist.org/cto/d/2007-honda-crv/6512640144.html,2007 Honda CRV. $5900.0. Great car inside and out North Carolina inspected 2.4 L 4CYL 4WD 138 K miles Leather seats hated Sun roof ac and heat work great Runs and drive smooth Come see it and test drive at mountain city motors
"1996' Ford Bronco, Eddie Bauer 4WD, V8, Automatic, Garage kept, rust free with like new paint and interior. Asking $9,950 or best offer. May consider trade for RV/Camper, Real Estate/Land, or Smaller (automatic transmission) Nissan, Toyota, or Honda vehicle. Clean title in hand. I don't need help selling. If you see this ad, it is still for sale or trade. Text or call (8 two 8) 620-536 one.",35.381603999999996,"Asheville, NC",-82.46677199999999,9950.0,1996' Ford Bronco,https://asheville.craigslist.org/cto/d/1996-ford-bronco/6512671802.html,"1996' Ford Bronco. $9950.0. 1996' Ford Bronco, Eddie Bauer 4WD, V8, Automatic, Garage kept, rust free with like new paint and interior. Asking $9,950 or best offer. May consider trade for RV/Camper, Real Estate/Land, or Smaller (automatic transmission) Nissan, Toyota, or Honda vehicle. Clean title in hand. I don't need help selling. If you see this ad, it is still for sale or trade. Text or call (8 two 8) 620-536 one."
brand new never used Polan Ro 4218 with case sells for 169.00 plus tax everywhere .. Save over 100.00,35.2532,Unspecified,-82.1971,60.0,PoulanPro 4218 brand new,https://asheville.craigslist.org/grd/d/poulanpro-4218-brand-new/6509975195.html,PoulanPro 4218 brand new. $60.0. brand new never used Polan Ro 4218 with case sells for 169.00 plus tax everywhere .. Save over 100.00
Great for a raised bed or whatever,35.5393,"Asheville, NC",-82.51799999999999,100.0,Large wash tub,https://asheville.craigslist.org/atq/d/large-wash-tub/6512672545.html,Large wash tub. $100.0. Great for a raised bed or whatever
"I am in Gaffney SC 29341 I am about a mile off I-85 exit 92 NO calls or text after 8:00pm please I have a nice tool work bench , it has a top shelf and peg board back to hang stuff 2 drawers and a large shelf on the bottom , it is about 2 foot deep and 4 foot wide and work level is 3 foot , very handy in a small shop , tools not included , I will take $40 for it , must pick up in Gaffney .",35.5393,"Gaffney, SC",-82.51799999999999,40.0,Tool Work Bench NICE,https://asheville.craigslist.org/tls/d/tool-work-bench-nice/6481460521.html,"Tool Work Bench NICE. $40.0. I am in Gaffney SC 29341 I am about a mile off I-85 exit 92 NO calls or text after 8:00pm please I have a nice tool work bench , it has a top shelf and peg board back to hang stuff 2 drawers and a large shelf on the bottom , it is about 2 foot deep and 4 foot wide and work level is 3 foot , very handy in a small shop , tools not included , I will take $40 for it , must pick up in Gaffney ."
"Extremely comfortable, lovely neutral colored exterior patio matching armchairs are perfect for relaxing in with a morning cup of coffee! These armchairs are quality constructed furniture that will last you for many years. The chairs both swivel, rock, tilt, and work perfectly! These have been used only under a covered veranda. The chair frames are in excellent condition. The cushions show normal use with fading and slight discoloration as shown in photos. Comes from extremely clean nonsmoking/non-pet home Cash only! Pair for $75",35.5393,"Fletcher, NC",-82.51799999999999,75.0,Comfy pair of matching swivel tilt rocking patio armchairs,https://asheville.craigslist.org/fuo/d/comfy-pair-of-matching-swivel/6506968549.html,"Comfy pair of matching swivel tilt rocking patio armchairs. $75.0. Extremely comfortable, lovely neutral colored exterior patio matching armchairs are perfect for relaxing in with a morning cup of coffee! These armchairs are quality constructed furniture that will last you for many years. The chairs both swivel, rock, tilt, and work perfectly! These have been used only under a covered veranda. The chair frames are in excellent condition. The cushions show normal use with fading and slight discoloration as shown in photos. Comes from extremely clean nonsmoking/non-pet home Cash only! Pair for $75"
"Gorgeous heavy Tiffany table lamp in like new condition! Lovely rich jewel tone colors gleam throughout an elegant floral design and pop against a soft cream background. The base is beautifully ornate with a scrolled edging. The lamp has a fine substantial heavy weight and is beautiful off but, absolutely stunning on! Comes from extremely clean non-smoking/non-pet home Cash only! Cash only $45",35.4499,"Fletcher, NC",-82.4966,75.0,Gorgeous elegant Tiffany table lamp,https://asheville.craigslist.org/hsh/d/gorgeous-elegant-tiffany/6506970371.html,"Gorgeous elegant Tiffany table lamp. $75.0. Gorgeous heavy Tiffany table lamp in like new condition! Lovely rich jewel tone colors gleam throughout an elegant floral design and pop against a soft cream background. The base is beautifully ornate with a scrolled edging. The lamp has a fine substantial heavy weight and is beautiful off but, absolutely stunning on! Comes from extremely clean non-smoking/non-pet home Cash only! Cash only $45"
"2006 Ford E-450. 2006 Ford E-450 14ft Cube Van w/Crows Nest. 14ft on the floor and an extra 2 PLUS FT on top! (3) passenger seating. Equipped with a 6.8 V10, automatic transmission, A/C, roll up door, rear step, ramp and a trailering pkg. 37 Gallon fuel tank. Payload of 6190# and a tow capacity of 10,000# ** Maintained every 5,000 miles ** Owner is nonsmoker that cared properly for this vehicle through timely maintenance checks, oil changes, tire rotations, and kept interior and exterior clean. Mileage 126,636. New front tires and new brakes. Recently inspected. CLEAN CAR FAX. this vehicle has never been in any accident and only second owner! Ready for work!!! Serious inquiries only please NO IGNORANT SCAMMER INQUIRIES!",35.4499,"Fletcher, NC",-82.4966,6900.0,Ford 2006 E-450 commercial truck,https://asheville.craigslist.org/fuo/d/fordcommercial-truck/6487227630.html,"Ford 2006 E-450 commercial truck. $6900.0. 2006 Ford E-450. 2006 Ford E-450 14ft Cube Van w/Crows Nest. 14ft on the floor and an extra 2 PLUS FT on top! (3) passenger seating. Equipped with a 6.8 V10, automatic transmission, A/C, roll up door, rear step, ramp and a trailering pkg. 37 Gallon fuel tank. Payload of 6190# and a tow capacity of 10,000# ** Maintained every 5,000 miles ** Owner is nonsmoker that cared properly for this vehicle through timely maintenance checks, oil changes, tire rotations, and kept interior and exterior clean. Mileage 126,636. New front tires and new brakes. Recently inspected. CLEAN CAR FAX. this vehicle has never been in any accident and only second owner! Ready for work!!! Serious inquiries only please NO IGNORANT SCAMMER INQUIRIES!"
Beautiful pickled wood entertainment armoire in like new condition. Lovely warm honey file with white wash pickled finish. Extremely well constructed. Middle tv drawer pulls out to accommodate tv and life cubby for electronics. Additional storage space and shelves below. Comes from extremely clean non-smoking home! Purchased in fine furniture store. Come from extremely clean non-smoking home First $100 cash only and you move!,35.477098,"Asheville, NC",-82.484955,100.0,Stunning heavy pickled wood entertainment armoire,https://asheville.craigslist.org/wan/d/stunning-heavy-pickled-wood/6487227839.html,Stunning heavy pickled wood entertainment armoire. $100.0. Beautiful pickled wood entertainment armoire in like new condition. Lovely warm honey file with white wash pickled finish. Extremely well constructed. Middle tv drawer pulls out to accommodate tv and life cubby for electronics. Additional storage space and shelves below. Comes from extremely clean non-smoking home! Purchased in fine furniture store. Come from extremely clean non-smoking home First $100 cash only and you move!
Elegant beautiful Princess metal crown frame with sweeping voile swags is perfect for over your Princess's bed like doorway. Gives an instant magical fairytale feel to any room. The fabric is lovely neutral pearl color to go with any linens and decor with sweet soft pink butterflies scattered about on it! In excellent condition. Comes from extremely clean non-smoking home. Cash only,35.477022,"Asheville, NC",-82.484898,40.0,Magical Princess crown with beautiful voile swags,https://asheville.craigslist.org/fuo/d/magical-princess-crown-with/6489657272.html,Magical Princess crown with beautiful voile swags. $40.0. Elegant beautiful Princess metal crown frame with sweeping voile swags is perfect for over your Princess's bed like doorway. Gives an instant magical fairytale feel to any room. The fabric is lovely neutral pearl color to go with any linens and decor with sweet soft pink butterflies scattered about on it! In excellent condition. Comes from extremely clean non-smoking home. Cash only
"Lovely vintage solid wood small narrow cabinet with intricately carved overlays. Professionally hand painted and distressed in a gorgeous leafy green and accentuated cotton candy pink. Great storage for necessities. Use in small areas, bedroom, nursery, baths, anywhere a small cabinet is needed. In excellent condition. 2ft 2"" tall. 11"" wide Comes from extremely clean non-smoking home. Cash only",35.476997,"Asheville, NC",-82.484966,40.0,Professionally hand-painted and distressed gorgeous solid wood cabinet,https://asheville.craigslist.org/fuo/d/professionally-hand-painted/6491871898.html,"Professionally hand-painted and distressed gorgeous solid wood cabinet. $40.0. Lovely vintage solid wood small narrow cabinet with intricately carved overlays. Professionally hand painted and distressed in a gorgeous leafy green and accentuated cotton candy pink. Great storage for necessities. Use in small areas, bedroom, nursery, baths, anywhere a small cabinet is needed. In excellent condition. 2ft 2"" tall. 11"" wide Comes from extremely clean non-smoking home. Cash only"
"Selling a stunning collection of all brand name clothing in tops for juniors and ms for only $4 per top FIRM! These are all in near new condition, brand name, hand selected, and purchased new. Designer names include; Hollister Abercrombie & Fitch Rue 21 Old Navy Aeropostale Pac Sun Nike Forever 21 Ann Taylor loft Victoria's Secret AND MORE! TOO MANY TO LIST! There is a mix of both summer and winter, most sizes are small-medium, and have been carefully cross examined to be in nwot condition. All tops neatly hung on hangers Please do not contact asking is available or to send individual photos. There must be over 100 tops! Viewing by appointment only please I have given a few examples of the amazing $4 tops! Comes from extremely clean non-smoking, non-animal home CASH ONLY, NO REFUNDS! PLEASE DO NOT CONTACT ME ASKING IF THE ITEM IS AVAILABLE. IF YOU ARE READING THIS POSTING THE ITEM IS OBVIOUSLY FOR SALE!",35.476997,"Fletcher, NC",-82.484966,4.0,Designer brand name gorgeous tops,https://asheville.craigslist.org/clo/d/designer-brand-name-gorgeous/6491876198.html,"Designer brand name gorgeous tops. $4.0. Selling a stunning collection of all brand name clothing in tops for juniors and ms for only $4 per top FIRM! These are all in near new condition, brand name, hand selected, and purchased new. Designer names include; Hollister Abercrombie & Fitch Rue 21 Old Navy Aeropostale Pac Sun Nike Forever 21 Ann Taylor loft Victoria's Secret AND MORE! TOO MANY TO LIST! There is a mix of both summer and winter, most sizes are small-medium, and have been carefully cross examined to be in nwot condition. All tops neatly hung on hangers Please do not contact asking is available or to send individual photos. There must be over 100 tops! Viewing by appointment only please I have given a few examples of the amazing $4 tops! Comes from extremely clean non-smoking, non-animal home CASH ONLY, NO REFUNDS! PLEASE DO NOT CONTACT ME ASKING IF THE ITEM IS AVAILABLE. IF YOU ARE READING THIS POSTING THE ITEM IS OBVIOUSLY FOR SALE!"
